FIPStxt,State,Area_Name,POP_ESTIMATE_2019
34000,NJ,New Jersey,8882190
34001,NJ,Atlantic County,263670
34003,NJ,Bergen County,932202
34005,NJ,Burlington County,445349
34007,NJ,Camden County,506471
34009,NJ,Cape May County,92039
34011,NJ,Cumberland County,149527
34013,NJ,Essex County,798975
34015,NJ,Gloucester County,291636
34017,NJ,Hudson County,672391
34019,NJ,Hunterdon County,124371
34021,NJ,Mercer County,367430
34023,NJ,Middlesex County,825062
34025,NJ,Monmouth County,618795
34027,NJ,Morris County,491845
34029,NJ,Ocean County,607186
34031,NJ,Passaic County,501826
34033,NJ,Salem County,62385
34035,NJ,Somerset County,328934
34037,NJ,Sussex County,140488
34039,NJ,Union County,556341
34041,NJ,Warren County,105267
35000,NM,New Mexico,2096829
35001,NM,Bernalillo County,679121
35003,NM,Catron County,3527
35005,NM,Chaves County,64615
35006,NM,Cibola County,26675
35007,NM,Colfax County,11941
35009,NM,Curry County,48954
35011,NM,De Baca County,1748
35013,NM,Doña Ana County,218195
35015,NM,Eddy County,58460
35017,NM,Grant County,26998
35019,NM,Guadalupe County,4300
35021,NM,Harding County,625
35023,NM,Hidalgo County,4198
35025,NM,Lea County,71070
35027,NM,Lincoln County,19572
35028,NM,Los Alamos County,19369
35029,NM,Luna County,23709
35031,NM,McKinley County,71367
35033,NM,Mora County,4521
35035,NM,Otero County,67490
35037,NM,Quay County,8253
35039,NM,Rio Arriba County,38921
35041,NM,Roosevelt County,18500
35043,NM,Sandoval County,146748
35045,NM,San Juan County,123958
35047,NM,San Miguel County,27277
35049,NM,Santa Fe County,150358
35051,NM,Sierra County,10791
35053,NM,Socorro County,16637
35055,NM,Taos County,32723
35057,NM,Torrance County,15461
35059,NM,Union County,4059
35061,NM,Valencia County,76688
36000,NY,New York,19453561
36001,NY,Albany County,305506
36003,NY,Allegany County,46091
36005,NY,Bronx County,1418207
36007,NY,Broome County,190488
36009,NY,Cattaraugus County,76117
36011,NY,Cayuga County,76576
36013,NY,Chautauqua County,126903
36015,NY,Chemung County,83456
36017,NY,Chenango County,47207
36019,NY,Clinton County,80485
36021,NY,Columbia County,59461
36023,NY,Cortland County,47581
36025,NY,Delaware County,44135
36027,NY,Dutchess County,294218
36029,NY,Erie County,918702
36031,NY,Essex County,36885
36033,NY,Franklin County,50022
36035,NY,Fulton County,53383
36037,NY,Genesee County,57280
36039,NY,Greene County,47188
36041,NY,Hamilton County,4416
36043,NY,Herkimer County,61319
36045,NY,Jefferson County,109834
36047,NY,Kings County,2559903
36049,NY,Lewis County,26296
36051,NY,Livingston County,62914
36053,NY,Madison County,70941
36055,NY,Monroe County,741770
36057,NY,Montgomery County,49221
36059,NY,Nassau County,1356924
36061,NY,New York County,1628706
36063,NY,Niagara County,209281
36065,NY,Oneida County,228671
36067,NY,Onondaga County,460528
36069,NY,Ontario County,109777
36071,NY,Orange County,384940
36073,NY,Orleans County,40352
36075,NY,Oswego County,117124
36077,NY,Otsego County,59493
36079,NY,Putnam County,98320
36081,NY,Queens County,2253858
36083,NY,Rensselaer County,158714
36085,NY,Richmond County,476143
36087,NY,Rockland County,325789
36089,NY,St. Lawrence County,107740
36091,NY,Saratoga County,229863
36093,NY,Schenectady County,155299
36095,NY,Schoharie County,30999
36097,NY,Schuyler County,17807
36099,NY,Seneca County,34016
36101,NY,Steuben County,95379
36103,NY,Suffolk County,1476601
36105,NY,Sullivan County,75432
36107,NY,Tioga County,48203
36109,NY,Tompkins County,102180
36111,NY,Ulster County,177573
36113,NY,Warren County,63944
36115,NY,Washington County,61204
36117,NY,Wayne County,89918
36119,NY,Westchester County,967506
36121,NY,Wyoming County,39859
36123,NY,Yates County,24913
37000,NC,North Carolina,10488084
37001,NC,Alamance County,169509
37003,NC,Alexander County,37497
37005,NC,Alleghany County,11137
37007,NC,Anson County,24446
37009,NC,Ashe County,27203
37011,NC,Avery County,17557
37013,NC,Beaufort County,46994
37015,NC,Bertie County,18947
37017,NC,Bladen County,32722
37019,NC,Brunswick County,142820
37021,NC,Buncombe County,261191
37023,NC,Burke County,90485
37025,NC,Cabarrus County,216453
37027,NC,Caldwell County,82178
37029,NC,Camden County,10867
37031,NC,Carteret County,69473
37033,NC,Caswell County,22604
37035,NC,Catawba County,159551
37037,NC,Chatham County,74470
37039,NC,Cherokee County,28612
37041,NC,Chowan County,13943
37043,NC,Clay County,11231
37045,NC,Cleveland County,97947
37047,NC,Columbus County,55508
37049,NC,Craven County,102139
37051,NC,Cumberland County,335509
37053,NC,Currituck County,27763
37055,NC,Dare County,37009
37057,NC,Davidson County,167609
37059,NC,Davie County,42846
37061,NC,Duplin County,58741
37063,NC,Durham County,321488
37065,NC,Edgecombe County,51472
37067,NC,Forsyth County,382295
37069,NC,Franklin County,69685
37071,NC,Gaston County,224529
37073,NC,Gates County,11562
37075,NC,Graham County,8441
37077,NC,Granville County,60443
37079,NC,Greene County,21069
37081,NC,Guilford County,537174
37083,NC,Halifax County,50010
37085,NC,Harnett County,135976
37087,NC,Haywood County,62317
37089,NC,Henderson County,117417
37091,NC,Hertford County,23677
37093,NC,Hoke County,55234
37095,NC,Hyde County,4937
37097,NC,Iredell County,181806
37099,NC,Jackson County,43938
37101,NC,Johnston County,209339
37103,NC,Jones County,9419
37105,NC,Lee County,61779
37107,NC,Lenoir County,55949
37109,NC,Lincoln County,86111
37111,NC,McDowell County,45756
37113,NC,Macon County,35858
37115,NC,Madison County,21755
37117,NC,Martin County,22440
37119,NC,Mecklenburg County,1110356
37121,NC,Mitchell County,14964
37123,NC,Montgomery County,27173
37125,NC,Moore County,100880
37127,NC,Nash County,94298
37129,NC,New Hanover County,234473
37131,NC,Northampton County,19483
37133,NC,Onslow County,197938
37135,NC,Orange County,148476
37137,NC,Pamlico County,12726
37139,NC,Pasquotank County,39824
37141,NC,Pender County,63060
37143,NC,Perquimans County,13463
37145,NC,Person County,39490
37147,NC,Pitt County,180742
37149,NC,Polk County,20724
37151,NC,Randolph County,143667
37153,NC,Richmond County,44829
37155,NC,Robeson County,130625
37157,NC,Rockingham County,91010
37159,NC,Rowan County,142088
37161,NC,Rutherford County,67029
37163,NC,Sampson County,63531
37165,NC,Scotland County,34823
37167,NC,Stanly County,62806
37169,NC,Stokes County,45591
37171,NC,Surry County,71783
37173,NC,Swain County,14271
37175,NC,Transylvania County,34385
37177,NC,Tyrrell County,4016
37179,NC,Union County,239859
37181,NC,Vance County,44535
37183,NC,Wake County,1111761
37185,NC,Warren County,19731
37187,NC,Washington County,11580
37189,NC,Watauga County,56177
37191,NC,Wayne County,123131
37193,NC,Wilkes County,68412
37195,NC,Wilson County,81801
37197,NC,Yadkin County,37667
37199,NC,Yancey County,18069
38000,ND,North Dakota,762062
38001,ND,Adams County,2216
38003,ND,Barnes County,10415
38005,ND,Benson County,6832
38007,ND,Billings County,928
38009,ND,Bottineau County,6282
38011,ND,Bowman County,3024
38013,ND,Burke County,2115
38015,ND,Burleigh County,95626
38017,ND,Cass County,181923
38019,ND,Cavalier County,3762
38021,ND,Dickey County,4872
38023,ND,Divide County,2264
38025,ND,Dunn County,4424
38027,ND,Eddy County,2287
38029,ND,Emmons County,3241
38031,ND,Foster County,3210
38033,ND,Golden Valley County,1761
38035,ND,Grand Forks County,69451
38037,ND,Grant County,2274
38039,ND,Griggs County,2231
38041,ND,Hettinger County,2499
38043,ND,Kidder County,2480
38045,ND,LaMoure County,4046
38047,ND,Logan County,1850
38049,ND,McHenry County,5745
38051,ND,McIntosh County,2497
38053,ND,McKenzie County,15024
38055,ND,McLean County,9450
38057,ND,Mercer County,8187
38059,ND,Morton County,31364
38061,ND,Mountrail County,10545
38063,ND,Nelson County,2879
38065,ND,Oliver County,1959
38067,ND,Pembina County,6801
38069,ND,Pierce County,3975
38071,ND,Ramsey County,11519
38073,ND,Ransom County,5218
38075,ND,Renville County,2327
38077,ND,Richland County,16177
38079,ND,Rolette County,14176
38081,ND,Sargent County,3898
38083,ND,Sheridan County,1315
38085,ND,Sioux County,4230
38087,ND,Slope County,750
38089,ND,Stark County,31489
38091,ND,Steele County,1890
38093,ND,Stutsman County,20704
38095,ND,Towner County,2189
38097,ND,Traill County,8036
38099,ND,Walsh County,10641
38101,ND,Ward County,67641
38103,ND,Wells County,3834
38105,ND,Williams County,37589
39000,OH,Ohio,11689100
39001,OH,Adams County,27698
39003,OH,Allen County,102351
39005,OH,Ashland County,53484
39007,OH,Ashtabula County,97241
39009,OH,Athens County,65327
39011,OH,Auglaize County,45656
39013,OH,Belmont County,67006
39015,OH,Brown County,43432
39017,OH,Butler County,383134
39019,OH,Carroll County,26914
39021,OH,Champaign County,38885
39023,OH,Clark County,134083
39025,OH,Clermont County,206428
39027,OH,Clinton County,41968
39029,OH,Columbiana County,101883
39031,OH,Coshocton County,36600
39033,OH,Crawford County,41494
39035,OH,Cuyahoga County,1235072
39037,OH,Darke County,51113
39039,OH,Defiance County,38087
39041,OH,Delaware County,209177
39043,OH,Erie County,74266
39045,OH,Fairfield County,157574
39047,OH,Fayette County,28525
39049,OH,Franklin County,1316756
39051,OH,Fulton County,42126
39053,OH,Gallia County,29898
39055,OH,Geauga County,93649
39057,OH,Greene County,168937
39059,OH,Guernsey County,38875
39061,OH,Hamilton County,817473
39063,OH,Hancock County,75783
39065,OH,Hardin County,31365
39067,OH,Harrison County,15040
39069,OH,Henry County,27006
39071,OH,Highland County,43161
39073,OH,Hocking County,28264
39075,OH,Holmes County,43960
39077,OH,Huron County,58266
39079,OH,Jackson County,32413
39081,OH,Jefferson County,65325
39083,OH,Knox County,62322
39085,OH,Lake County,230149
39087,OH,Lawrence County,59463
39089,OH,Licking County,176862
39091,OH,Logan County,45672
39093,OH,Lorain County,309833
39095,OH,Lucas County,428348
39097,OH,Madison County,44731
39099,OH,Mahoning County,228683
39101,OH,Marion County,65093
39103,OH,Medina County,179746
39105,OH,Meigs County,22907
39107,OH,Mercer County,41172
39109,OH,Miami County,106987
39111,OH,Monroe County,13654
39113,OH,Montgomery County,531687
39115,OH,Morgan County,14508
39117,OH,Morrow County,35328
39119,OH,Muskingum County,86215
39121,OH,Noble County,14424
39123,OH,Ottawa County,40525
39125,OH,Paulding County,18672
39127,OH,Perry County,36134
39129,OH,Pickaway County,58457
39131,OH,Pike County,27772
39133,OH,Portage County,162466
39135,OH,Preble County,40882
39137,OH,Putnam County,33861
39139,OH,Richland County,121154
39141,OH,Ross County,76666
39143,OH,Sandusky County,58518
39145,OH,Scioto County,75314
39147,OH,Seneca County,55178
39149,OH,Shelby County,48590
39151,OH,Stark County,370606
39153,OH,Summit County,541013
39155,OH,Trumbull County,197974
39157,OH,Tuscarawas County,91987
39159,OH,Union County,58988
39161,OH,Van Wert County,28275
39163,OH,Vinton County,13085
39165,OH,Warren County,234602
39167,OH,Washington County,59911
39169,OH,Wayne County,115710
39171,OH,Williams County,36692
39173,OH,Wood County,130817
39175,OH,Wyandot County,21772
40000,OK,Oklahoma,3956971
40001,OK,Adair County,22194
40003,OK,Alfalfa County,5702
40005,OK,Atoka County,13758
40007,OK,Beaver County,5311
40009,OK,Beckham County,21859
40011,OK,Blaine County,9429
40013,OK,Bryan County,47995
40015,OK,Caddo County,28762
40017,OK,Canadian County,148306
40019,OK,Carter County,48111
40021,OK,Cherokee County,48657
40023,OK,Choctaw County,14672
40025,OK,Cimarron County,2137
40027,OK,Cleveland County,284014
40029,OK,Coal County,5495
40031,OK,Comanche County,120749
40033,OK,Cotton County,5666
40035,OK,Craig County,14142
40037,OK,Creek County,71522
40039,OK,Custer County,29003
40041,OK,Delaware County,43009
40043,OK,Dewey County,4891
40045,OK,Ellis County,3859
40047,OK,Garfield County,61056
40049,OK,Garvin County,27711
40051,OK,Grady County,55834
40053,OK,Grant County,4333
40055,OK,Greer County,5712
40057,OK,Harmon County,2653
40059,OK,Harper County,3688
40061,OK,Haskell County,12627
40063,OK,Hughes County,13279
40065,OK,Jackson County,24530
40067,OK,Jefferson County,6002
40069,OK,Johnston County,11085
40071,OK,Kay County,43538
40073,OK,Kingfisher County,15765
40075,OK,Kiowa County,8708
40077,OK,Latimer County,10073
40079,OK,Le Flore County,49853
40081,OK,Lincoln County,34877
40083,OK,Logan County,48011
40085,OK,Love County,10253
40087,OK,McClain County,40474
40089,OK,McCurtain County,32832
40091,OK,McIntosh County,19596
40093,OK,Major County,7629
40095,OK,Marshall County,16931
40097,OK,Mayes County,41100
40099,OK,Murray County,14073
40101,OK,Muskogee County,67997
40103,OK,Noble County,11131
40105,OK,Nowata County,10076
40107,OK,Okfuskee County,11993
40109,OK,Oklahoma County,797434
40111,OK,Okmulgee County,38465
40113,OK,Osage County,46963
40115,OK,Ottawa County,31127
40117,OK,Pawnee County,16376
40119,OK,Payne County,81784
40121,OK,Pittsburg County,43654
40123,OK,Pontotoc County,38284
40125,OK,Pottawatomie County,72592
40127,OK,Pushmataha County,11096
40129,OK,Roger Mills County,3583
40131,OK,Rogers County,92459
40133,OK,Seminole County,24258
40135,OK,Sequoyah County,41569
40137,OK,Stephens County,43143
40139,OK,Texas County,19983
40141,OK,Tillman County,7250
40143,OK,Tulsa County,651552
40145,OK,Wagoner County,81289
40147,OK,Washington County,51527
40149,OK,Washita County,10916
40151,OK,Woods County,8793
40153,OK,Woodward County,20211
41000,OR,Oregon,4217737
41001,OR,Baker County,16124
41003,OR,Benton County,93053
41005,OR,Clackamas County,418187
41007,OR,Clatsop County,40224
41009,OR,Columbia County,52354
41011,OR,Coos County,64487
41013,OR,Crook County,24404
41015,OR,Curry County,22925
41017,OR,Deschutes County,197692
41019,OR,Douglas County,110980
41021,OR,Gilliam County,1912
41023,OR,Grant County,7199
41025,OR,Harney County,7393
41027,OR,Hood River County,23382
41029,OR,Jackson County,220944
41031,OR,Jefferson County,24658
41033,OR,Josephine County,87487
41035,OR,Klamath County,68238
41037,OR,Lake County,7869
41039,OR,Lane County,382067
41041,OR,Lincoln County,49962
41043,OR,Linn County,129749
41045,OR,Malheur County,30571
41047,OR,Marion County,347818
41049,OR,Morrow County,11603
41051,OR,Multnomah County,812855
41053,OR,Polk County,86085
41055,OR,Sherman County,1780
41057,OR,Tillamook County,27036
41059,OR,Umatilla County,77950
41061,OR,Union County,26835
41063,OR,Wallowa County,7208
41065,OR,Wasco County,26682
41067,OR,Washington County,601592
41069,OR,Wheeler County,1332
41071,OR,Yamhill County,107100
42000,PA,Pennsylvania,12801989
42001,PA,Adams County,103009
42003,PA,Allegheny County,1216045
42005,PA,Armstrong County,64735
42007,PA,Beaver County,163929
42009,PA,Bedford County,47888
42011,PA,Berks County,421164
42013,PA,Blair County,121829
42015,PA,Bradford County,60323
42017,PA,Bucks County,628270
42019,PA,Butler County,187853
42021,PA,Cambria County,130192
42023,PA,Cameron County,4447
42025,PA,Carbon County,64182
42027,PA,Centre County,162385
42029,PA,Chester County,524989
42031,PA,Clarion County,38438
42033,PA,Clearfield County,79255
42035,PA,Clinton County,38632
42037,PA,Columbia County,64964
42039,PA,Crawford County,84629
42041,PA,Cumberland County,253370
42043,PA,Dauphin County,278299
42045,PA,Delaware County,566747
42047,PA,Elk County,29910
42049,PA,Erie County,269728
42051,PA,Fayette County,129274
42053,PA,Forest County,7247
42055,PA,Franklin County,155027
42057,PA,Fulton County,14530
42059,PA,Greene County,36233
42061,PA,Huntingdon County,45144
42063,PA,Indiana County,84073
42065,PA,Jefferson County,43425
42067,PA,Juniata County,24763
42069,PA,Lackawanna County,209674
42071,PA,Lancaster County,545724
42073,PA,Lawrence County,85512
42075,PA,Lebanon County,141793
42077,PA,Lehigh County,369318
42079,PA,Luzerne County,317417
42081,PA,Lycoming County,113299
42083,PA,McKean County,40625
42085,PA,Mercer County,109424
42087,PA,Mifflin County,46138
42089,PA,Monroe County,170271
42091,PA,Montgomery County,830915
42093,PA,Montour County,18230
42095,PA,Northampton County,305285
42097,PA,Northumberland County,90843
42099,PA,Perry County,46272
42101,PA,Philadelphia County,1584064
42103,PA,Pike County,55809
42105,PA,Potter County,16526
42107,PA,Schuylkill County,141359
42109,PA,Snyder County,40372
42111,PA,Somerset County,73447
42113,PA,Sullivan County,6066
42115,PA,Susquehanna County,40328
42117,PA,Tioga County,40591
42119,PA,Union County,44923
42121,PA,Venango County,50668
42123,PA,Warren County,39191
42125,PA,Washington County,206865
42127,PA,Wayne County,51361
42129,PA,Westmoreland County,348899
42131,PA,Wyoming County,26794
42133,PA,York County,449058
44000,RI,Rhode Island,1059361
44001,RI,Bristol County,48479
44003,RI,Kent County,164292
44005,RI,Newport County,82082
44007,RI,Providence County,638931
44009,RI,Washington County,125577
45000,SC,South Carolina,5148714
45001,SC,Abbeville County,24527
45003,SC,Aiken County,170872
45005,SC,Allendale County,8688
45007,SC,Anderson County,202558
45009,SC,Bamberg County,14066
45011,SC,Barnwell County,20866
45013,SC,Beaufort County,192122
45015,SC,Berkeley County,227907
45017,SC,Calhoun County,14553
45019,SC,Charleston County,411406
45021,SC,Cherokee County,57300
45023,SC,Chester County,32244
45025,SC,Chesterfield County,45650
45027,SC,Clarendon County,33745
45029,SC,Colleton County,37677
45031,SC,Darlington County,66618
45033,SC,Dillon County,30479
45035,SC,Dorchester County,162809
45037,SC,Edgefield County,27260
45039,SC,Fairfield County,22347
45041,SC,Florence County,138293
45043,SC,Georgetown County,62680
45045,SC,Greenville County,523542
45047,SC,Greenwood County,70811
45049,SC,Hampton County,19222
45051,SC,Horry County,354081
45053,SC,Jasper County,30073
45055,SC,Kershaw County,66551
45057,SC,Lancaster County,98012
45059,SC,Laurens County,67493
45061,SC,Lee County,16828
45063,SC,Lexington County,298750
45065,SC,McCormick County,9463
45067,SC,Marion County,30657
45069,SC,Marlboro County,26118
45071,SC,Newberry County,38440
45073,SC,Oconee County,79546
45075,SC,Orangeburg County,86175
45077,SC,Pickens County,126884
45079,SC,Richland County,415759
45081,SC,Saluda County,20473
45083,SC,Spartanburg County,319785
45085,SC,Sumter County,106721
45087,SC,Union County,27316
45089,SC,Williamsburg County,30368
45091,SC,York County,280979
46000,SD,South Dakota,884659
46003,SD,Aurora County,2751
46005,SD,Beadle County,18453
46007,SD,Bennett County,3365
46009,SD,Bon Homme County,6901
46011,SD,Brookings County,35077
46013,SD,Brown County,38839
46015,SD,Brule County,5297
46017,SD,Buffalo County,1962
46019,SD,Butte County,10429
46021,SD,Campbell County,1376
46023,SD,Charles Mix County,9292
46025,SD,Clark County,3736
46027,SD,Clay County,14070
46029,SD,Codington County,28009
46031,SD,Corson County,4086
46033,SD,Custer County,8972
46035,SD,Davison County,19775
46037,SD,Day County,5424
46039,SD,Deuel County,4351
46041,SD,Dewey County,5892
46043,SD,Douglas County,2921
46045,SD,Edmunds County,3829
46047,SD,Fall River County,6713
46049,SD,Faulk County,2299
46051,SD,Grant County,7052
46053,SD,Gregory County,4185
46055,SD,Haakon County,1899
46057,SD,Hamlin County,6164
46059,SD,Hand County,3191
46061,SD,Hanson County,3453
46063,SD,Harding County,1298
46065,SD,Hughes County,17526
46067,SD,Hutchinson County,7291
46069,SD,Hyde County,1301
46071,SD,Jackson County,3344
46073,SD,Jerauld County,2013
46075,SD,Jones County,903
46077,SD,Kingsbury County,4939
46079,SD,Lake County,12797
46081,SD,Lawrence County,25844
46083,SD,Lincoln County,61128
46085,SD,Lyman County,3781
46087,SD,McCook County,5586
46089,SD,McPherson County,2379
46091,SD,Marshall County,4935
46093,SD,Meade County,28332
46095,SD,Mellette County,2061
46097,SD,Miner County,2216
46099,SD,Minnehaha County,193134
46101,SD,Moody County,6576
46102,SD,Oglala Lakota County,14177
46103,SD,Pennington County,113775
46105,SD,Perkins County,2865
46107,SD,Potter County,2153
46109,SD,Roberts County,10394
46111,SD,Sanborn County,2344
46115,SD,Spink County,6376
46117,SD,Stanley County,3098
46119,SD,Sully County,1391
46121,SD,Todd County,10177
46123,SD,Tripp County,5441
46125,SD,Turner County,8384
46127,SD,Union County,15932
46129,SD,Walworth County,5435
46135,SD,Yankton County,22814
46137,SD,Ziebach County,2756
47000,TN,Tennessee,6829174
47001,TN,Anderson County,76978
47003,TN,Bedford County,49713
47005,TN,Benton County,16160
47007,TN,Bledsoe County,15064
47009,TN,Blount County,133088
47011,TN,Bradley County,108110
47013,TN,Campbell County,39842
47015,TN,Cannon County,14678
47017,TN,Carroll County,27767
47019,TN,Carter County,56391
47021,TN,Cheatham County,40667
47023,TN,Chester County,17297
47025,TN,Claiborne County,31959
47027,TN,Clay County,7615
47029,TN,Cocke County,36004
47031,TN,Coffee County,56520
47033,TN,Crockett County,14230
47035,TN,Cumberland County,60520
47037,TN,Davidson County,694144
47039,TN,Decatur County,11663
47041,TN,DeKalb County,20490
47043,TN,Dickson County,53948
47045,TN,Dyer County,37159
47047,TN,Fayette County,41133
47049,TN,Fentress County,18523
47051,TN,Franklin County,42208
47053,TN,Gibson County,49133
47055,TN,Giles County,29464
47057,TN,Grainger County,23320
47059,TN,Greene County,69069
47061,TN,Grundy County,13427
47063,TN,Hamblen County,64934
47065,TN,Hamilton County,367804
47067,TN,Hancock County,6620
47069,TN,Hardeman County,25050
47071,TN,Hardin County,25652
47073,TN,Hawkins County,56786
47075,TN,Haywood County,17304
47077,TN,Henderson County,28117
47079,TN,Henry County,32345
47081,TN,Hickman County,25178
47083,TN,Houston County,8201
47085,TN,Humphreys County,18582
47087,TN,Jackson County,11786
47089,TN,Jefferson County,54495
47091,TN,Johnson County,17788
47093,TN,Knox County,470313
47095,TN,Lake County,7016
47097,TN,Lauderdale County,25633
47099,TN,Lawrence County,44142
47101,TN,Lewis County,12268
47103,TN,Lincoln County,34366
47105,TN,Loudon County,54068
47107,TN,McMinn County,53794
47109,TN,McNairy County,25694
47111,TN,Macon County,24602
47113,TN,Madison County,97984
47115,TN,Marion County,28907
47117,TN,Marshall County,34375
47119,TN,Maury County,96387
47121,TN,Meigs County,12422
47123,TN,Monroe County,46545
47125,TN,Montgomery County,208993
47127,TN,Moore County,6488
47129,TN,Morgan County,21403
47131,TN,Obion County,30069
47133,TN,Overton County,22241
47135,TN,Perry County,8076
47137,TN,Pickett County,5048
47139,TN,Polk County,16832
47141,TN,Putnam County,80245
47143,TN,Rhea County,33167
47145,TN,Roane County,53382
47147,TN,Robertson County,71813
47149,TN,Rutherford County,332285
47151,TN,Scott County,22068
47153,TN,Sequatchie County,15026
47155,TN,Sevier County,98250
47157,TN,Shelby County,937166
47159,TN,Smith County,20157
47161,TN,Stewart County,13715
47163,TN,Sullivan County,158348
47165,TN,Sumner County,191283
47167,TN,Tipton County,61599
47169,TN,Trousdale County,11284
47171,TN,Unicoi County,17883
47173,TN,Union County,19972
47175,TN,Van Buren County,5872
47177,TN,Warren County,41277
47179,TN,Washington County,129375
47181,TN,Wayne County,16673
47183,TN,Weakley County,33328
47185,TN,White County,27345
47187,TN,Williamson County,238412
47189,TN,Wilson County,144657
48000,TX,Texas,28995881
48001,TX,Anderson County,57735
48003,TX,Andrews County,18705
48005,TX,Angelina County,86715
48007,TX,Aransas County,23510
48009,TX,Archer County,8553
48011,TX,Armstrong County,1887
48013,TX,Atascosa County,51153
48015,TX,Austin County,30032
48017,TX,Bailey County,7000
48019,TX,Bandera County,23112
48021,TX,Bastrop County,88723
48023,TX,Baylor County,3509
48025,TX,Bee County,32565
48027,TX,Bell County,362924
48029,TX,Bexar County,2003554
48031,TX,Blanco County,11931
48033,TX,Borden County,654
48035,TX,Bosque County,18685
48037,TX,Bowie County,93245
48039,TX,Brazoria County,374264
48041,TX,Brazos County,229211
48043,TX,Brewster County,9203
48045,TX,Briscoe County,1546
48047,TX,Brooks County,7093
48049,TX,Brown County,37864
48051,TX,Burleson County,18443
48053,TX,Burnet County,48155
48055,TX,Caldwell County,43664
48057,TX,Calhoun County,21290
48059,TX,Callahan County,13943
48061,TX,Cameron County,423163
48063,TX,Camp County,13094
48065,TX,Carson County,5926
48067,TX,Cass County,30026
48069,TX,Castro County,7530
48071,TX,Chambers County,43837
48073,TX,Cherokee County,52646
48075,TX,Childress County,7306
48077,TX,Clay County,10471
48079,TX,Cochran County,2853
48081,TX,Coke County,3387
48083,TX,Coleman County,8175
48085,TX,Collin County,1034730
48087,TX,Collingsworth County,2920
48089,TX,Colorado County,21493
48091,TX,Comal County,156209
48093,TX,Comanche County,13635
48095,TX,Concho County,2726
48097,TX,Cooke County,41257
48099,TX,Coryell County,75951
48101,TX,Cottle County,1398
48103,TX,Crane County,4797
48105,TX,Crockett County,3464
48107,TX,Crosby County,5737
48109,TX,Culberson County,2171
48111,TX,Dallam County,7287
48113,TX,Dallas County,2635516
48115,TX,Dawson County,12728
48117,TX,Deaf Smith County,18546
48119,TX,Delta County,5331
48121,TX,Denton County,887207
48123,TX,DeWitt County,20160
48125,TX,Dickens County,2211
48127,TX,Dimmit County,10124
48129,TX,Donley County,3278
48131,TX,Duval County,11157
48133,TX,Eastland County,18360
48135,TX,Ector County,166223
48137,TX,Edwards County,1932
48139,TX,Ellis County,184826
48141,TX,El Paso County,839238
48143,TX,Erath County,42698
48145,TX,Falls County,17297
48147,TX,Fannin County,35514
48149,TX,Fayette County,25346
48151,TX,Fisher County,3830
48153,TX,Floyd County,5712
48155,TX,Foard County,1155
48157,TX,Fort Bend County,811688
48159,TX,Franklin County,10725
48161,TX,Freestone County,19717
48163,TX,Frio County,20306
48165,TX,Gaines County,21492
48167,TX,Galveston County,342139
48169,TX,Garza County,6229
48171,TX,Gillespie County,26988
48173,TX,Glasscock County,1409
48175,TX,Goliad County,7658
48177,TX,Gonzales County,20837
48179,TX,Gray County,21886
48181,TX,Grayson County,136212
48183,TX,Gregg County,123945
48185,TX,Grimes County,28880
48187,TX,Guadalupe County,166847
48189,TX,Hale County,33406
48191,TX,Hall County,2964
48193,TX,Hamilton County,8461
48195,TX,Hansford County,5399
48197,TX,Hardeman County,3933
48199,TX,Hardin County,57602
48201,TX,Harris County,4713325
48203,TX,Harrison County,66553
48205,TX,Hartley County,5576
48207,TX,Haskell County,5658
48209,TX,Hays County,230191
48211,TX,Hemphill County,3819
48213,TX,Henderson County,82737
48215,TX,Hidalgo County,868707
48217,TX,Hill County,36649
48219,TX,Hockley County,23021
48221,TX,Hood County,61643
48223,TX,Hopkins County,37084
48225,TX,Houston County,22968
48227,TX,Howard County,36664
48229,TX,Hudspeth County,4886
48231,TX,Hunt County,98594
48233,TX,Hutchinson County,20938
48235,TX,Irion County,1536
48237,TX,Jack County,8935
48239,TX,Jackson County,14760
48241,TX,Jasper County,35529
48243,TX,Jeff Davis County,2274
48245,TX,Jefferson County,251565
48247,TX,Jim Hogg County,5200
48249,TX,Jim Wells County,40482
48251,TX,Johnson County,175817
48253,TX,Jones County,20083
48255,TX,Karnes County,15601
48257,TX,Kaufman County,136154
48259,TX,Kendall County,47431
48261,TX,Kenedy County,404
48263,TX,Kent County,762
48265,TX,Kerr County,52600
48267,TX,Kimble County,4337
48269,TX,King County,272
48271,TX,Kinney County,3667
48273,TX,Kleberg County,30680
48275,TX,Knox County,3664
48277,TX,Lamar County,49859
48279,TX,Lamb County,12893
48281,TX,Lampasas County,21428
48283,TX,La Salle County,7520
48285,TX,Lavaca County,20154
48287,TX,Lee County,17239
48289,TX,Leon County,17404
48291,TX,Liberty County,88219
48293,TX,Limestone County,23437
48295,TX,Lipscomb County,3233
48297,TX,Live Oak County,12207
48299,TX,Llano County,21795
48301,TX,Loving County,169
48303,TX,Lubbock County,310569
48305,TX,Lynn County,5951
48307,TX,McCulloch County,7984
48309,TX,McLennan County,256623
48311,TX,McMullen County,743
48313,TX,Madison County,14284
48315,TX,Marion County,9854
48317,TX,Martin County,5771
48319,TX,Mason County,4274
48321,TX,Matagorda County,36643
48323,TX,Maverick County,58722
48325,TX,Medina County,51584
48327,TX,Menard County,2138
48329,TX,Midland County,176832
